Name 1,Name 1 Position,Name 2,Name 2 Position,Weight,Relation Type,Relation Type (Specific),Date Precise,Date General,Papyri No.,Location
Proma(u)os 41,Commoner,Biktor 224,,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Serenos 1,Commoner,Euphemia 1,Aristocrat/Government Officials,144,Financial,Financial,6th c.,,P.Princ. 2.84r,Aphrodito
Anonymi 6,,Eustochia 1,,144,Financial,Financial,6th c.,,P.Lond. 5.1685,Aphrodito
Kuros 7,Domestic Worker,Ieremias 2,,,Financial,Financial,6th c.,,P.Cair.Masp. 2.67227,Aphrodito
Chestos 3,,Ioannes 33,,,Financial,Financial-Ancestral,6th c.,,P.Cair.Masp. 2.67227,Aphrodito
Anonymous 152,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Anonymous 153,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Biktor 224,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Biktor 225,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ioannes 237,Aristocrat/Government Officials,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ko(n)stantinos 18,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Menas 68,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Phaustos 1,Religious Personnel,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Philotheos 1,,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Proma(u)os 41,Commoner,Ioseph(i)(o)s 73,Religious Personnel,136.25,Financial,Financial,6th c.,,P.Michael. 55,Aphrodito
Ioannes 43,,Kollouthos 2a,,50.75,Financial,Financial,6th c.,,P.Cair.Masp. 3.67289,Aphrodito
Ieremias 2,,Kuros 7,Domestic Worker,,Financial,Financial,6th c.,,P.Cair.Masp. 2.67227,Aphrodito
Ko(n)stantinos 5,,Maria 2,,,Financial,Financial,6th c.,,P.Palau.Rib. 24,Antinoopolis
Anouphi(o)s 2,,Maria 4,,23,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Constantinople
Anouphi(o)s 3,Religious Personnel,Maria 4,,34.5,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Apollos 7,,Maria 4,,11.5,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Apollos 8,Commoner,Maria 4,,8,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Herakl(e)ios 7,,Maria 4,,23,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Constantinople
Isak(i)(os) 1,,Maria 4,,8,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Martes 1,,Maria 4,,23,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Constantinople
Phoibammon 18,,Maria 4,,34.5,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Pkouis 1,,Maria 4,,8,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Tsemouthes 1,,Maria 4,,8,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Anonymous 132,,Matrona 1,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Philemon 2,,Matrona 1,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Anonymous 32,,Paulos 1,,,Financial,Financial,6th c.,,P.Vat.Aphrod. 5,Aphrodito
Anonymous 132,,Philemon 2,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67313,Aphrodito
Anouphi(o)s 3,Religious Personnel,Phoibammon 18,,34.5,Financial,Financial,6th c.,,P.Cair.Masp. 2.67146,Aphrodito
Ioannes 43,,Phoibammon 28,,16.5,Financial,Financial,6th c.,,P.Cair.Masp. 3.67289,Aphrodito
Ioannes 43,,Phoibammon 28,,230.66,Financial,Financial,6th c.,,P.Cair.Masp. 3.67289,Aphrodito
Antas 2,,Phoibammon 30,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67355,Aphrodito
Teskoros 1,,Phoibammon 30,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67355,Aphrodito
Tsenuris 1,,Phoibammon 30,,,Financial,Financial,6th c.,,P.Cair.Masp. 3.67355,Aphrodito
Ioannes 43,,Pm..l[o]i() 1,Farm worker,19.75,Financial,Financial,6th c.,,P.Cair.Masp. 3.67289,Aphrodito
Euphemia 1,Aristocrat/Government Officials,Serenos 1,Commoner,144,Financial,Financial,6th c.,,P.Princ. 2.84r,Aphrodito
Ammonios 1,,Stephanos 6,,68,Financial,Financial,6th c.,,P.Cair.Masp. 1.67062,Aphrodito
Eudoxia 2,,ADD Besnatet (P.Lond. 5.1879),Farm worker,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
Maria 3,,ADD Besnatet (P.Lond. 5.1879),Farm worker,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
ADD Besnatet (P.Lond. 5.1879),Farm worker,Eudoxia 2,,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
Maria 3,,Eudoxia 2,,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
Biktor 57,,Ieremias 7,,,Financial (Land),Financial (Land),6th c.,,P.Cair.Masp. 2.67150,Aphrodito
Psimanobet 5,,Ieremias 7,,,Financial (Land),Financial (Land),6th c.,,P.Cair.Masp. 2.67150,Aphrodito
ADD Besnatet (P.Lond. 5.1879),Farm worker,Maria 3,,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
Eudoxia 2,,Maria 3,,,Financial (Land),Financial (Land),6th c.,,P.Lond. 5.1879,Aphrodito
Biktor 57,,Psimanobet 5,,,Financial (Land),Financial (Land),6th c.,,P.Cair.Masp. 2.67150,Aphrodito
Ieremias 7,,Psimanobet 5,,,Financial (Land),Financial (Land),6th c.,,P.Cair.Masp. 2.67150,Aphrodito
Biktor 57,,The Church of Euphrosunos,,,Financial (Land),Financial (Land),6th c.,,P.Cair.Masp. 2.67150,Aphrodito
Lukas 1,,The Holy Catholic Church of the Village of Euphrosunos,,24,Financial (Land),Financial (Land),6th c.,,SB 20.15017,?
Kuros 22,,Abraam 62,Religious Personnel,96,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67049,Antinoopolis
Stephanos 10,,Abraam 62,Religious Personnel,96,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67049,Antinoopolis
Anonymous 19,Craftsman,Anonymous 20,Aristocrat/Government Officials,,Fiscal,Fiscal,6th c.,,SB 20.14567,Aphrodito
Dios 4,,Anonymous 25,,7,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67047,Aphrodito
Anonymous 136,Aristocrat/Government Officials,Apollos 129,Aristocrat/Government Officials,,Fiscal,Fiscal,6th c.,,P.Lond. 5.1684,Aphrodito
Ioulianos 2,,Apollos 2,Aristocrat/Government Officials,,Fiscal,Fiscal,6th c.,,SB 16.12510,Aphrodito
Menas 55,,Apollos 2,Aristocrat/Government Officials,2.83,Fiscal,Fiscal,6th c.,,SB 20.14121,Aphrodito
Ioannes 19,,Astragolios 1,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Ioseph(i)(o)s 10,,B... 1,,0.33,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Ioannes 19,,Biktor 149,,44,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67040,Aphrodito
Charisios 4,,Bottos 5,Aristocrat/Government Officials,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Bottos 5,Aristocrat/Government Officials,Charisios 4,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Anonymous 25,,Dios 4,,7,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67047,Aphrodito
Apoll( ) 2,,Hatres 1,,0.33,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Matoï 1,,Iakob 34,,,Fiscal,Fiscal,6th c.,,SB 20.15016,Aphrodito
Anonymous 22,,Ioannes 19,,23424.75,Fiscal,Fiscal,6th c.,,P.Ross.Georg. 5.62,Constantinople
Aphos 1,,Ioannes 19,,,Fiscal,Fiscal,6th c.,,P.Ross.Georg. 5.62,Antinoopolis
Astragolios 1,,Ioannes 19,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Biktor 149,,Ioannes 19,,44,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67040,Aphrodito
Bottos 5,Aristocrat/Government Officials,Ioannes 19,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Charisios 4,,Ioannes 19,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Megas 2,,Ioannes 19,,264,Fiscal,Fiscal,6th c.,,P.Ross.Georg. 5.62,Antaiopolis
Origenes 1,,Ioannes 19,,160.5,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67044,Aphrodito
Phoibammon 86,,Ioannes 19,,160.5,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67044,Aphrodito
Ioseph(i)(o)s 10,,Ioannes 42,,0.33,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Bottos 5,Aristocrat/Government Officials,Ioseph(i)(o)s 31,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Charisios 4,,Ioseph(i)(o)s 31,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Ioannes 19,,Ioseph(i)(o)s 31,,22,Fiscal,Fiscal,6th c.,,P.Flor. 3.290,Aphrodito
Apollos 2,Aristocrat/Government Officials,Ioulianos 2,,,Fiscal,Fiscal,6th c.,,SB 16.12510,Aphrodito
Stephanos 10,,Kuros 22,,96,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67049,Antinoopolis
Eulogios 2,,Makarios 6,,0.33,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Ioannes 19,,Origenes 1,,160.5,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67044,Aphrodito
Origenes 1,,Origenes 1,,160.5,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67044,Aphrodito
Konon 2,,Paos 2,,0.33,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Pachumi(o)s 1,,Phib 2,,0.5,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
Astragolios 1,,Philadelphos 1,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Ioannes 19,,Philadelphos 1,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Haraous 1,Farm worker,Phoibammon 1,,,Fiscal,Fiscal,6th c.,,P.Lond.inv. 0570b = SB 26.16530,Aphrodito
Apollos 2,Aristocrat/Government Officials,Pninnos 4,Commoner,,Fiscal,Fiscal,6th c.,,SB 16.12510,Aphrodito
Ioulianos 2,,Pninnos 4,Commoner,,Fiscal,Fiscal,6th c.,,SB 16.12510,Aphrodito
Abraam 62,Religious Personnel,Stephanos 10,,96,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 1.67049,Antinoopolis
Astragolios 1,,Taurinos 2,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Ioannes 19,,Taurinos 2,,20,Fiscal,Fiscal,6th c.,,P.Lond. 5.1703,Aphrodito
Isak(i)(os) 57,Aristocrat/Government Officials,Dioskoros 3,Aristocrat/Government Officials,,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67318 = P.Aphrod.Lit. 4.34,Aphrodito
Piesios 1,,Herouonchis 1,,,Fiscal,Fiscal,6th c.,,P.Cair.Masp. 3.67288,Aphrodito
ADD Anonymous 159 (P.Hamb. 3.234),,Isak(i)(os) 12,,,Fiscal,Fiscal,6th c.,,P.Hamb. 3.234,Aphrodito
ADD Anonymous 160 (P.Hamb. 3.234),,Isak(i)(os) 12,,,Fiscal,Fiscal,6th c.,,P.Hamb. 3.234,Antinoopolis
Mouses 1,,Isak(i)(os) 12,,,Fiscal,Fiscal,6th c.,,P.Hamb. 3.234,Antinoopolis
Anonymous 17,,]ios 2,Aristocrat/Government Officials,,Lease,Lease,6th c.,,P.Palau.Rib. 22,Aphrodito
Isii... 1,,]ios 2,Aristocrat/Government Officials,,Lease,Lease,6th c.,,P.Palau.Rib. 22,Antinoopolis
Kuros 20,,Ammonios 8,Craftsman,184,Lease,Lease,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Artemidoros 1,,Anonymi 2,,,Lease,Lease,6th c.,,P.Lond. 5.1704,Aphrodito
Anonymous 10,Aristocrat/Government Officials,Anonymous 11,,10,Lease,Lease,6th c.,,P.Michael. 60,Antinoopolis
Kuros 6,,Anonymous 24,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
The Foundation of the Holy Monastery of Apa Senouthios,,Anonymous 24,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Abraam 6,,Apollos 2,Aristocrat/Government Officials,,Lease,Lease,6th c.,,PSI 8.936,Aphrodito
Pninnos 4,Commoner,Apollos 2,Aristocrat/Government Officials,,Lease,Lease-Ancestral,6th c.,,SB 16.12510,Aphrodito
The Holy Church of Aphrodito,,Apollos 2,Aristocrat/Government Officials,,Lease,Lease,6th c.,,PSI 8.936,Aphrodito
Timotheos 7,,Apollos 2,Aristocrat/Government Officials,,Lease,Lease,6th c.,,SB 16.12510,Aphrodito
Anonymi 2,,Artemidoros 1,,,Lease,Lease,6th c.,,P.Lond. 5.1704,Aphrodito
Abraam 6,,Bottos 3,Commoner,30,Lease,Lease,6th c.,,SB 24.15959,Aphrodito
Komasios 4,Aristocrat/Government Officials,Christodoros 1,,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Phoibammon 1,,Christodoros 1,,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Ammonios 8,Craftsman,Dioskoros 26,,184,Lease,Lease,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Kuros 20,,Dioskoros 26,,184,Lease,Lease,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Phoibammon 1,,Haraous 1,Farm worker,,Lease,Lease,6th c.,,P.Lond.inv. 0570b = SB 26.16530,Aphrodito
Abraam 6,,Ioseph(i)(o)s 15,Commoner,,Lease,Lease,6th c.,,PSI 8.936,Aphrodito
Pninnos 4,Commoner,Ioulianos 2,,,Lease,Lease,6th c.,,SB 16.12510,Aphrodito
Timotheos 7,,Ioulianos 2,,,Lease,Lease,6th c.,,SB 16.12510,Aphrodito
]ios 2,Aristocrat/Government Officials,Isii... 1,,,Lease,Lease,6th c.,,P.Palau.Rib. 22,Antinoopolis
Anonymous 17,,Isii... 1,,,Lease,Lease,6th c.,,P.Palau.Rib. 22,Aphrodito
Phoibammon 10,,Kallinikos 4,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.41,Antinoopolis
Psates 1,Aristocrat/Government Officials,Kallinikos 4,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.41,Antinoopolis
Christodoros 1,,Komasios 4,Aristocrat/Government Officials,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Phoibammon 1,,Komasios 4,Aristocrat/Government Officials,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Abraam 3,Commoner,Koursios 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Anonymous 24,,Koursios 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Kuros 6,,Koursios 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Phoibammon 1,,Koursios 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
The Foundation of the Holy Monastery of Apa Senouthios,,Koursios 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Ammonios 8,Craftsman,Kuros 20,,184,Lease,Lease,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Menas 2,,Lukas 1,,24,Lease,Lease,6th c.,,SB 20.15017,Aphrodito
Matoï 1,,Menas 2,,24,Lease,Lease,6th c.,,SB 20.15017,Aphrodito
Anonymous 12,,Mousaios 1,Commoner,54,Lease,Lease,6th c.,,P.Michael. 59,Aphrodito
Psai(o)s 3,,Mousaios 1,Commoner,54,Lease,Lease,6th c.,,P.Michael. 59,Aphrodito
Christodoros 1,,Phoibammon 1,,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Haraous 1,Farm worker,Phoibammon 1,,,Lease,Lease,6th c.,,SB 24.15908 + P.Berol.inv. 25074,Aphrodito
Komasios 4,Aristocrat/Government Officials,Phoibammon 1,,,Lease,Lease,6th c.,,P.Flor. 3.289,Aphrodito
Kuros 6,,Phoibammon 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Psai(o)s 10,Soldier,Phoibammon 1,,,Lease,Lease,6th c.,,P.Michael. 49,Antinoopolis
The Catholic Church of Antaiopolis,,Phoibammon 1,,,Lease,Lease,6th c.,,P.Michael. 49,Antinoopolis
The Foundation of the Holy Monastery of Apa Senouthios,,Phoibammon 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.48,Antinoopolis
Kallinikos 4,,Phoibammon 10,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.41,Antinoopolis
Psates 1,Aristocrat/Government Officials,Phoibammon 10,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.41,Antinoopolis
Pon(n)is 4,,Phoibammon 14,,48,Lease,Lease,6th c.,,P.Ross.Georg. 3.45,Aphrodito
Theodosios 3,Aristocrat/Government Officials,Phoibammon 14,,48,Lease,Lease,6th c.,,P.Ross.Georg. 3.45,Aphrodito
Theodosios 3,Aristocrat/Government Officials,Pon(n)is 4,,48,Lease,Lease,6th c.,,P.Ross.Georg. 3.45,Aphrodito
The Catholic Church of Antaiopolis,,Psai(o)s 10,Soldier,,Lease,Lease,6th c.,,P.Michael. 49,Antinoopolis
Anonymous 12,,Psai(o)s 3,,54,Lease,Lease,6th c.,,P.Michael. 59,Aphrodito
Mousaios 1,Commoner,Psai(o)s 3,,54,Lease,Lease,6th c.,,P.Michael. 59,Aphrodito
Phoibammon 11,,Punote 1,,,Lease,Lease,6th c.,,P.Ross.Georg. 3.43,Antinoopolis
Matoï 1,,The Holy Catholic Church of the Village of Euphrosunos,,24,Lease,Lease,6th c.,,SB 20.15017,Antaiopolis
Menas 2,,The Holy Catholic Church of the Village of Euphrosunos,,24,Lease,Lease,6th c.,,SB 20.15017,Aphrodito
Abraam 6,,The Holy Church of Aphrodito,,,Lease,Lease,6th c.,,PSI 8.936,Aphrodito
Ieremias 16,,Ammonios 8,Craftsman,184,Legal,Legal,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Kuros 25,,Anonymous 12,,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Phaous 1,Aristocrat/Government Officials,Anonymous 12,,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Anonymous 135,,,Legal,Legal,6th c.,,P.Lond. 5.1682,Aphrodito
Ioannes 35,,Anonymous 28,,,Legal,Legal,6th c.,,P.Cair.Masp. 2.67234,Aphrodito
Kuros 8,,Anonymous 28,,,Legal,Legal,6th c.,,P.Cair.Masp. 2.67234,Aphrodito
Pauos 1,Religious Personnel,Anonymous 29,,2,Legal,Legal,6th c.,,P.Lond. 5.1700,Aphrodito
Abraam 10,,Apa Biktor 1,Commoner,,Legal,Legal,6th c.,,P.Herm. 32,Aphrodito
Anonymous 21,,Apa Biktor 1,Commoner,,Legal,Legal,6th c.,,P.Herm. 32,Aphrodito
Iakob 16,,Apa Biktor 1,Commoner,,Legal,Legal,6th c.,,P.Herm. 32,Aphrodito
Komasios 3,,Apa Biktor 1,Commoner,,Legal,Legal,6th c.,,P.Herm. 32,Aphrodito
Pamoun(is) 1,Farm worker,Apa Biktor 1,Commoner,,Legal,Legal,6th c.,,P.Herm. 32,Aphrodito
Ioannes 35,,Apollos 10,Aristocrat/Government Officials,,Legal,Legal,6th c.,,P.Cair.Masp. 2.67234,Aphrodito
Kuros 8,,Apollos 10,Aristocrat/Government Officials,,Legal,Legal,6th c.,,P.Cair.Masp. 2.67234,Aphrodito
Pauos 1,Religious Personnel,Biktor 1,,2,Legal,Legal,6th c.,,P.Lond. 5.1700,Aphrodito
Andreas 20,,Biktor 36,Commoner,22,Legal,Legal,6th c.,,P.Michael. 57,Aphrodito
Paulos 2,,Biktor 36,Commoner,22,Legal,Legal,6th c.,,P.Michael. 57,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Christodoros 1,,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Christodoros 1,,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Anonymous 4,,Dioskorides 1,,,Legal,Legal,6th c.,,P.Vat.Aphrod. 25,Aphrodito
Ieremias 16,,Dioskoros 26,,184,Legal,Legal,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Kuros 8,,Georgios 16,,,Legal,Legal,6th c.,,P.Ross.Georg. 5.37,Antinoopolis
Serenos 9,Aristocrat/Government Officials,Georgios 16,,,Legal,Legal,6th c.,,P.Ross.Georg. 5.37,Antinoopolis
Bottos 1,,Georgios 3,,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Kuros 8,,Georgios 3,,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Menas 3,Craftsman,Georgios 3,,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Ko(n)stantinos 2,,Haraous 1,Farm worker,,Legal,Legal,6th c.,,SB 24.15908 + P.Berol.inv. 25074,Aphrodito
Anonymous 66,,Ieremias 11,,,Legal,Legal,6th c.,,P.Cair.Masp. 1.67115,Aphrodito
Apollos 47,Commoner,Ieremias 11,,,Legal,Legal,6th c.,,P.Cair.Masp. 1.67115,Aphrodito
Biktor 127,,Ieremias 11,,,Legal,Legal,6th c.,,P.Cair.Masp. 1.67115,Aphrodito
Lo.mmios 1?,,Ieremias 11,,,Legal,Legal,6th c.,,P.Cair.Masp. 1.67115,Aphrodito
Kuros 8,,Ioannes 126,,,Legal,Legal,6th c.,,P.Ross.Georg. 5.37,Antinoopolis
Serenos 9,Aristocrat/Government Officials,Ioannes 126,,,Legal,Legal,6th c.,,P.Ross.Georg. 5.37,Aphrodito
Chairemon 1,Commoner,Isidoros 1,,160,Legal,Legal,6th c.,,P.Vat.Aphrod. 8 = SB .16.12256,Aphrodito
Phib 5,,Kollouthos 12,,,Legal,Legal,6th c.,,P.Cair.Masp. 2.67265,Aphrodito
Anonymous 4,,Kollouthos 2,,,Legal,Legal,6th c.,,P.Vat.Aphrod. 25,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Komasios 4,Aristocrat/Government Officials,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Komasios 4,Aristocrat/Government Officials,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Anonymous 34,,Kuriakos 1,Craftsman,,Legal,Legal,6th c.,,P.Köln 2.104,Aphrodito
Isak(i)(os) 4,,Kuriakos 1,Craftsman,,Legal,Legal,6th c.,,P.Köln 2.104,Aphrodito
Ph.r[ 1,,Kuriakos 1,Craftsman,,Legal,Legal,6th c.,,P.Köln 2.104,Aphrodito
Phib 7,,Kuriakos 1,Craftsman,,Legal,Legal,6th c.,,P.Köln 2.104,Aphrodito
Ieremias 16,,Kuros 20,,184,Legal,Legal,6th c.,,P.Cair.Masp. 2.67133,Aphrodito
Anonymous 37,Commoner,Menas 1,,48,Legal,Legal,6th c.,,P.Ross.Georg. 3.44,Aphrodito
Paulos 3,,Menas 1,,,Legal,Legal,6th c.,,P.Michael. 54,Aphrodito
Phoibammon 13,,Menas 1,,48,Legal,Legal,6th c.,,P.Ross.Georg. 3.44,Aphrodito
Proma(u)os 5,,Menas 1,,,Legal,Legal,6th c.,,P.Michael. 54,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Menas 13,,,Legal,Legal,6th c.,,P.Lond. 5.1682,Aphrodito
Iezekiel 1A,,Mousaios 1,Commoner,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Kuros 25,,Mousaios 1,Commoner,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Phaous 1,Aristocrat/Government Officials,Mousaios 1,Commoner,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Isak(i)(os) 63,,Olisirios 1,,,Legal,Legal,6th c.,,P.Cair. SR 3066 (8),Aphrodito
Kuros 8,,Olisirios 1,,,Legal,Legal,6th c.,,P.Cair. SR 3066 (8),Aphrodito
Biktor 188,,Phoibammon 1,,176.25,Legal,Legal,6th c.,,P.Mich. 13.667,Aphrodito
Dau(e)id 17,,Phoibammon 1,,176.25,Legal,Legal,6th c.,,P.Mich. 13.667,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phoibammon 1,,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Dioskoros 3,Aristocrat/Government Officials,Phoibammon 1,,,Legal,Legal,6th c.,,P.Flor. 3.289,Aphrodito
Ioannes 175,Commoner,Phoibammon 1,,176.25,Legal,Legal,6th c.,,P.Mich. 13.667,Aphrodito
Ioannes 177,,Phoibammon 1,,176.25,Legal,Legal,6th c.,,P.Mich. 13.667,Aphrodito
Ko(n)stantinos 2,,Phoibammon 1,,,Legal,Legal,6th c.,,SB 24.15908 + P.Berol.inv. 25074,Aphrodito
Anonymous 4,,Phoibammon 36,,,Legal,Legal,6th c.,,P.Vat.Aphrod. 25,Aphrodito
Chairemon 1,Commoner,Phoibammon 38,,160,Legal,Legal,6th c.,,P.Vat.Aphrod. 8 = SB .16.12256,Aphrodito
Bottos 1,,Phoibammon 39,Farm worker,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Ioannes 2,Commoner,Phoibammon 39,Farm worker,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Kuros 8,,Phoibammon 39,Farm worker,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Menas 3,Craftsman,Phoibammon 39,Farm worker,,Legal,Legal,6th c.,,P.Flor. 3.288,Aphrodito
Leontios 5,Craftsman,Plaketas 1,Commoner,,Legal,Legal,6th c.,,P.Princ. 2.84v,Antinoopolis
Kallinikos 6,,Psai(o)s 28,,27.75,Legal,Legal,6th c.,,P.Cair.Masp. 2.67136,Antaiopolis
Iezekiel 1A,,Psai(o)s 3,,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Kuros 25,,Psai(o)s 3,,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
Phaous 1,Aristocrat/Government Officials,Psai(o)s 3,,54,Legal,Legal,6th c.,,P.Michael. 59,Aphrodito
